_source,cust_guid,history,md5,model,notes,observed,platform,related_intent,requesttype,routed,subtags,tag,tagsource,text,timestamp,weight
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 89}",155249261010012014Comcast.USRIMS,,7d8a0dbb69ce186e82584a510db1ec24,ccSklearnLogitEnsemble,"[""2017-07-26T14:17:57.293302: autotagged by fwph""]",R,ios,,,R,,R,"('comcast_tags-20170716.csv', '', 271)",My service keeps getting interupted,2017-07-16T17:28:44.699000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 90}",209420040111090231COMCAST.USRMIG,,deeaf4b1760f5abf2dcaae502c657223,ccSklearnLogitEnsemble,"[""2017-07-26T14:17:57.268144: autotagged by fwph""]",BC,ios,,,BC,,BC,"('comcast_tags-20170716.csv', '', 189)",How do I cancel everything,2017-07-22T18:06:19.046000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 91}",470800560301072016Comcast.cust,,903944f51ca6e0bd29a0bdd088e6e5bc,ccSklearnLogitEnsemble,"[""2017-07-26T14:17:57.289912: autotagged by fwph""]",B,ios,,,B,,BBCD,"('comcast_tags-20170716.csv', '', 263)",My bill should be changed to $39.99.  Called and talked to someone over a week ago.,2017-07-20T01:59:16.096000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 92}",417916340929012011Comcast.cust,,e9bc96a66f344f7d8d2ede5f7dbae590,known_good,"[""2017-07-26T14:17:57.300359: autotagged by fwph""]",R,ios,,,R,,R,"('comcast_tags-20170716.csv', '', 69)",Service,2017-07-19T21:08:29.061000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 93}","826308140625082015Comcast.cust,136601070913012017Comcast.cust,719733571205062016Comcast.cust",,"6450c49140efa529be6ecf46b8e702cd,004c943a427a0373c47a4c0edc53cf88,45934bd2dc681fcbad60e40ae29f4592",ccSklearnLogitEnsemble,"[""2017-07-26T14:17:57.243903: autotagged by fwph""]",OS,ios,,,R,,OS,"('comcast_tags-20170716.csv', '', 56)",Customer support,"2017-07-21T04:08:55.883000+00:00,2017-07-16T18:35:26.391000+00:00,2017-07-22T15:45:00.240000+00:00",1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 94}",9494386991622330515072017.cust,,4239ca88a6528d0f7c7f295f4f10f800,ccSklearnLogitEnsemble,"[""2017-07-26T14:17:57.294300: autotagged by fwph""]",B,ios,,,B,,BAU,"('comcast_tags-20170716.csv', '', 274)",Need to change billing address,2017-07-16T20:33:12.250000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 95}",952316110705062017Comcast.cust,,a95d79a322016aae6b2d5564cf4ab09c,ccSklearnLogitEnsemble,"[""2017-07-26T14:17:57.284202: autotagged by fwph""]",RICS,ios,,,RICS,,RICS,"('comcast_tags-20170716.csv', '', 244)",Internet speed too slow,2017-07-18T00:28:02.227000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 96}",760806570604012016Comcast.cust,,defef81d3b7cc89c02662848881d782a,ccSklearnLogitEnsemble,"[""2017-07-26T14:17:57.306068: autotagged by fwph""]",B,ios,,,B,,BB,"('comcast_tags-20170716.csv', '', 305)",Was wondering why my bill is up $10 from the previous bill?,2017-07-17T20:52:56.863000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 97}",419132580125022017Comcast.cust,,dcb7cce85d504ca5a0b71e61fdc1c01d,ccSklearnLogitEnsemble,"[""2017-07-26T14:17:57.251052: autotagged by fwph""]",BS,ios,,,BS,,BS,"('comcast_tags-20170716.csv', '', 35)",Add equipment,2017-07-17T16:14:33.155000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 98}",267720040111090513COMCAST.USRMIG,,1fc9373c0a1b464be6a2e999b8d21961,ccSklearnLogitEnsemble,"[""2017-07-26T14:17:57.307674: autotagged by fwph""]",B,ios,,,B,,BBCC,"('comcast_tags-20170716.csv', '', 314)",What happened to my July bill credit. I'm supposed to only have to pay my regular bill of $163. I called about this. There is no change on my account. Why?  Did this account rep do nothing?  I didn't get my boxes either!,2017-07-18T01:45:56.366000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 99}",109900150707052016Comcast.cust,,1e6f3b9b9437f7a548bd6f620e0857da,known_good,"[""2017-07-26T14:17:57.265034: autotagged by fwph""]",RTG,ios,,,RTG,,RTG,"('comcast_tags-20170716.csv', '', 112)",Hbo,2017-07-17T05:09:08.094000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 100}",210120040111083135COMCAST.USRMIG,,53811521d41dcaa84afe8e6146e380d6,ccSklearnLogitEnsemble,"[""2017-07-26T14:17:57.249903: autotagged by fwph""]",RO,ios,,,RO,,RICI,"('comcast_tags-20170716.csv', '', 132)",10 internet outages in last 24 hourd,2017-07-22T21:37:32.406000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 101}",5985059663149151629062017.cust,,5a7192acfc4a51fae18e54ea03a24e89,ccSklearnLogitEnsemble,"[""2017-07-26T14:17:57.311902: autotagged by fwph""]",RV,ios,,,RV,,RVF,"('comcast_tags-20170716.csv', '', 333)",Why do I see phone calls on my TV screen at the bottom?,2017-07-20T21:05:43.144000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 102}",823629140106072016Comcast.cust,BPP,c8101d9a112eee47acaf1bb2bd91d1c2,known_good,"[""2017-07-26T14:17:57.254747: autotagged by fwph"", ""2017-08-24T18:53:09.672938: autotagged by lisa""]",BPP,ios,,,BPP,,BP,"('comcast-tagsource20170807.csv', '', 46)",Bill pay,2017-07-21T16:11:19.328000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 103}",424755140208062017Comcast.cust,,f9f4212644b9b2cfdcf3f9040c4e49b0,ccSklearnLogitEnsemble,"[""2017-07-26T14:17:57.300547: autotagged by fwph""]",R,ios,,,R,,R,"('comcast_tags-20170716.csv', '', 70)",Service call,2017-07-22T13:59:18.261000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 104}",9511059390736031716072017.cust,,fe9232b2176dd5da4b1b4d7714bfafc3,ccSklearnLogitEnsemble,"[""2017-07-26T14:17:57.268876: autotagged by fwph""]",LN,ios,,,LN,,LN,"('comcast_tags-20170716.csv', '', 193)",How do I set up a voice pin?,2017-07-20T16:05:29.413000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 105}","275349250818072016Comcast.cust,228109461108062016Comcast.cust,4982673481218502124062017.cust,398921180813112013Comcast.USRIMS",,"0abd4a1a16bd7fc7f03a7252760f9fa8,341f892c46958c51624756b923ee3d1c,65044ffcaf9737da5961d3d4a04fa86d,ab2602c0f4438dc05a8b3cde2d078172",ccSklearnLogitEnsemble,"[""2017-07-26T14:17:57.243484: autotagged by fwph""]",BS,ios,,,BS,,BS,"('comcast_tags-20170716.csv', '', 32)",Change plan,"2017-07-21T14:37:48.252000+00:00,2017-07-17T21:41:12.358000+00:00,2017-07-18T01:06:17.811000+00:00,2017-07-19T15:03:12.539000+00:00",1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 106}",576758460907012017Comcast.cust,,53ebb1e859b941a3451b36f0ad896565,ccSklearnLogitEnsemble,"[""2017-07-26T14:17:57.291395: autotagged by fwph""]",RTM,ios,,,RTM,,RTM,"('comcast_tags-20170716.csv', '', 267)",My globe channel not working,2017-07-22T18:47:54.381000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 107}","671541121123052016Comcast.cust,364557140813082013Comcast.USRIMS,200733050428012015Comcast.USRIMS,671541121123052016Comcast.cust,364557140813082013Comcast.USRIMS,200733050428012015Comcast.USRIMS",,"6bbec9d2d22fec14a6103b5926d0e586,484212222ffd3a2350643652949497ec,68b2aaa40381c3fdc68e894eb36e8520,6bbec9d2d22fec14a6103b5926d0e586,484212222ffd3a2350643652949497ec,68b2aaa40381c3fdc68e894eb36e8520",known_good,"[""2017-07-26T14:17:57.245063: autotagged by fwph"", ""2017-07-26T14:17:57.245063: autotagged by fwph""]",BS,ios,,,BS,,BS,"('comcast_tags-20170716.csv', '', 33)",Upgrade,"2017-07-16T16:04:13.387000+00:00,2017-07-16T20:16:59.060000+00:00,2017-07-22T14:35:23.796000+00:00,2017-07-16T16:04:13.387000+00:00,2017-07-16T20:16:59.060000+00:00,2017-07-22T14:35:23.796000+00:00",2.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 108}",214846301115012016Comcast.cust,,30c514cd62ae218c568675128c94baad,known_good,"[""2017-07-26T14:17:57.283196: autotagged by fwph""]",RICS,ios,,,RICS,,RICS,"('comcast_tags-20170716.csv', '', 87)",Internet is slow,2017-07-19T01:16:53.254000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 109}",989451330408082012Comcast.cust,RIC,b724135a3c000975c5e2aeef1bf07779,ccSklearnLogitEnsemble,"[""2017-07-26T14:17:57.282310: autotagged by fwph"", ""2017-08-16T18:30:20.632076: autotagged by lisa""]",RICI,ios,,,RIC,,RICI,"('comcast-tagsource-ric.csv', '', 2)",Internet down,2017-07-17T22:44:51.607000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 110}",637230060107012017Comcast.cust,,4869e297a7e6608b1a33cf601bd37c82,ccSklearnLogitEnsemble,"[""2017-07-26T14:17:57.281294: autotagged by fwph (source note: Adding new Xfinity Mobile Intent - tagging to app for now)""]",AM,ios,,,O,,AM,"('comcast_tags-20170716.csv', '', 237)",Infinity mobile,2017-07-22T00:33:14.147000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 111}","531202450218042017Comcast.cust,991034280528022017Comcast.cust",,"bec3087f82637e592494a81b30393ab4,076ff0ae93e343c437887d074f7050bb",known_good,"[""2017-07-26T14:17:57.249402: autotagged by fwph""]",RO,ios,,,RO,,RO,"('comcast_tags-20170716.csv', '', 105)",Outages,"2017-07-17T21:43:40.960000+00:00,2017-07-18T07:08:28.771000+00:00",1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 112}",901740200601072014Comcast.USRIMS,,df12cf46d0802b2d17f9fa18b62066d5,ccSklearnLogitEnsemble,"[""2017-07-26T14:17:57.316672: autotagged by fwph""]",B,ios,,,B,,BBC,"('comcast_tags-20170716.csv', '', 346)",Yes can you please explain why my bill has increased for the last two months?,2017-07-20T18:25:13.383000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 113}","3991923985846232114072017.cust,5650868796026182314062017.cust",,"2f39db89b34151b78929bdb6093a73a2,a735237f3fe2b2cd310109b2dbf388b6",ccSklearnLogitEnsemble,"[""2017-07-26T14:17:57.245589: autotagged by fwph""]",BST,ios,,,BST,,BST,"('comcast_tags-20170716.csv', '', 41)",Add channel,"2017-07-19T19:37:51.243000+00:00,2017-07-22T23:54:15.078000+00:00",1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 114}",566346400303072014Comcast.USRIMS,,d415c4178edac5a78129a352146e0bfa,ccSklearnLogitEnsemble,"[""2017-07-26T14:17:57.303672: autotagged by fwph""]",BC,ios,,,B,,BC,"('comcast_tags-20170716.csv', '', 2)",Termination fee,2017-07-18T23:47:52.524000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 115}","3081980533038081816072017.cust,353148091128082012Comcast.USRIMS,039102151626022008Comcast.USR9JR",,"bf2ac1b9d9e67a4b241cab0c30b6295f,85467ddc1340a13253496d044fc59609,eb5ab45dfd6761347db14e870e5825ea",known_good,"[""2017-07-26T14:17:57.244274: autotagged by fwph""]",LP,ios,,,LP,,LP,"('comcast_tags-20170716.csv', '', 49)",Password,"2017-07-16T18:11:37.657000+00:00,2017-07-18T22:21:25.398000+00:00,2017-07-16T14:33:37.694000+00:00",1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 116}",493059281206022017Comcast.cust,,7f7fcd20c7b5876d83e3a4db12a57ed4,ccSklearnLogitEnsemble,"[""2017-07-26T14:17:57.287208: autotagged by fwph""]",RTG,ios,,,RTG,,BST,"('comcast_tags-20170716.csv', '', 45)",Manage channels,2017-07-16T11:48:22.148000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 117}",109051140302072016Comcast.cust,,28d8517165ea252d729b9b20248b604b,known_good,"[""2017-07-26T14:17:57.312466: autotagged by fwph""]",BBC,ios,,,BBC,,BBC,"('comcast_tags-20170716.csv', '', 14)",Why is my bill so expensive,2017-07-16T15:36:18.015000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 118}",831117410101102014Comcast.USRIMS,,67ba60d67c35453a9678616c162fe72d,ccSklearnLogitEnsemble,"[""2017-07-26T14:17:57.275787: autotagged by fwph""]",RID,ios,,,RI,,RS,"('comcast_tags-20170716.csv', '', 216)",I have new cable modem router I need new setups,2017-07-16T22:33:18.544000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 119}",058349531825062008Comcast.USR7JR,,5f782b5c19a77107f9d8dd953e369945,ccSklearnLogitEnsemble,"[""2017-07-26T14:17:57.274170: autotagged by fwph (source note: Unsure if they have an outage scenario)""]",B,ios,,,BCV,,R,"('comcast_tags-20170716.csv', '', 209)",I believe the line was inadvertently cut this morning,2017-07-21T17:15:48.613000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 120}",6043379320924031823062017.cust,,539ef31b12c84389ccbb57aebba38a41,ccSklearnLogitEnsemble,"[""2017-07-26T14:17:57.250858: autotagged by fwph""]",BAV,ios,,,BST,,RTM,"('comcast_tags-20170716.csv', '', 134)",Add channels included in my subscription,2017-07-20T00:35:07.582000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 121}",448714200626032014Comcast.USRIMS,,0d2e18a958e669cac0c4dcf5f6804c61,ccSklearnLogitEnsemble,"[""2017-07-26T14:17:57.297052: autotagged by fwph""]",RV,ios,,,RV,,RV,"('comcast_tags-20170716.csv', '', 120)",Phones are dead,2017-07-17T16:58:18.058000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 122}",1125557668338010112072017.cust,,f7b088d71a4817d2092d369c31e4f5fa,ccSklearnLogitEnsemble,"[""2017-07-26T14:17:57.264873: autotagged by fwph""]",STC,ios,,,STC,,ST,"('comcast_tags-20170716.csv', '', 174)",Has the technician came yet,2017-07-17T21:26:49.673000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 123}","612959491712122005Comcast.USR7JR,283825361010112016Comcast.cust",,"1e40cfba4570178e0bf295f364db7c34,ed40538320868a9c99ab03823db005d8",ccSklearnLogitEnsemble,"[""2017-07-26T14:17:57.245969: autotagged by fwph""]",BST,ios,,,BST,,BST,"('comcast_tags-20170716.csv', '', 131)",Add cmt channel,"2017-07-19T22:46:19.421000+00:00,2017-07-22T01:55:05.559000+00:00",1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 124}",869339450513112015Comcast.cust,,45ffe58ddfcf25088b0394990e226ccf,ccSklearnLogitEnsemble,"[""2017-07-26T14:17:57.274628: autotagged by fwph""]",RTD,ios,,,RTD,,RTD,"('comcast_tags-20170716.csv', '', 211)",I can't watch tv shows on demand,2017-07-17T04:04:01.327000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 125}",905623200907102016Comcast.cust,,3781917bff550c5f05b874cc181dbf37,ccSklearnLogitEnsemble,"[""2017-07-26T14:17:57.310700: autotagged by fwph""]",BB,ios,,,BBI,,BB,"('comcast_tags-20170716.csv', '', 17)",When is my next payment due?,2017-07-21T16:19:17.924000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 126}",293511120619112016Comcast.cust,,2245e875ecb6eee68c5b33f90b7a5032,ccSklearnLogitEnsemble,"[""2017-07-26T14:17:57.284407: autotagged by fwph""]",RI,ios,,,RI,,RI,"('comcast_tags-20170716.csv', '', 245)",Internet splash page keeps appearing,2017-07-17T14:27:27.959000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 127}",351357230217112016Comcast.cust,,b57c3b09a4c5f96cd7acd565dd8b14ab,ccSklearnLogitEnsemble,"[""2017-07-26T14:17:57.262768: autotagged by fwph""]",RI,ios,,,RI,,RI,"('comcast_tags-20170716.csv', '', 74)",Check internet service,2017-07-20T23:25:04.873000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170716a', 'record': 128}",897339421210022016Comcast.cust,,3ea4007002bf7864ffea2e39e8b27f69,known_good,"[""2017-07-26T14:17:57.288812: autotagged by fwph""]",BM,ios,,,BM,,BM,"('comcast_tags-20170716.csv', '', 24)",Move,2017-07-22T20:28:10.247000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 0}",675206141022122016Comcast.cust,RIC,a41b99b21e00969dab9358f38d83b708,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.032510: autotagged by fwph"", ""2017-08-16T18:30:30.904241: autotagged by lisa""]",RICI,ios,,,RIC,,RICI,"('comcast-tagsource-ric.csv', '', 13)",No internet connection?,2017-07-26T09:07:38.088000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 1}",022743551913112009Comcast.USR3JR,,894f880e4c3c48fabc98e49449fc9266,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.050981: autotagged by fwph""]",BA,ios,,,BA,,BA,"('comcast-tagsource20170723.csv', '', 7)",What's my account number,2017-07-23T12:44:25.698000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 2}",131534080606022016Comcast.cust,,7a56a861cdaba3547b3b6c9f6692065e,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.045320: autotagged by fwph""]",B,ios,,,B,,BT,"('comcast-tagsource20170723.csv', '', 309)",The roof of my building collapsed I have moved out I need to temporarily,2017-07-24T13:33:01.078000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 3}",993038540711092016Comcast.cust,,61eaa9aa8e57d340df8968acfd5b3882,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.030253: autotagged by fwph""]",RTR,ios,,,RTR,,RTR,"('comcast-tagsource20170723.csv', '', 127)",My remote won't work.,2017-07-24T02:13:52.576000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 4}",716822540228072015Comcast.cust,,63ab851c00cf81fd13a96bd0b0c6cb11,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.044917: autotagged by fwph""]",BCT,ios,,,BCT,,BPA,"('comcast-tagsource20170723.csv', '', 307)",That my cable will not get shut off setting up for my past due for august 4,2017-07-23T06:52:45.856000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 5}",720329310409072015Comcast.cust,,04fee061c91e4b8a418690b021341e07,known_good,"[""2017-08-08T11:02:34.985277: autotagged by fwph""]",BB,ios,,,BB,,BB,"('comcast-tagsource20170723.csv', '', 16)",Bill,2017-07-27T00:04:59.956000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 6}",716044240225082016Comcast.cust,,51046eccb12bb4ca7b270bdc96cd19d8,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.007513: autotagged by fwph""]",B,ios,,,B,,BD,"('comcast-tagsource20170723.csv', '', 196)",How do I find out how much data is allotted in my new plan?,2017-07-25T22:03:27.747000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 7}",492857190801072012Comcast.USRIMS,,254ff7b02443b488239c447f9f9fd78c,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.030457: autotagged by fwph""]",R,ios,,,R,,RT,"('comcast-tagsource20170723.csv', '', 272)",My small bedroom box keeps dropping signal.,2017-07-26T01:04:00.255000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 8}",480821020618032017Comcast.cust,,0d8c251797be8b68a363fdc19e81427b,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.016046: autotagged by fwph""]",L,ios,,,L,,LP,"('comcast-tagsource20170723.csv', '', 231)",I want to not my password,2017-07-26T19:53:03.668000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 9}",604402260230112015Comcast.cust,,fef51b9cc9abf8a3e9cc51c25baae946,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.052031: autotagged by fwph""]",BAV,ios,,,BAV,,BAV,"('comcast-tagsource20170723.csv', '', 13)",When does my contract expire,2017-07-23T15:59:30.996000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 10}",022659022221062011Comcast.USR0JR,,861b77ef90d69007167bc9604f10d028,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.025630: autotagged by fwph""]",RHD,ios,,,RHD,,RHD,"('comcast-tagsource20170723.csv', '', 78)",Motion sensor not working,2017-07-29T18:48:30.710000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 11}","667604480607102016Comcast.cust,080639151701102008Comcast.USR1JR",,"26109920bd359e7bdce6f4019bf73551,be2f0757702a0877c67b314c7e4d2856",known_good,"[""2017-08-08T11:02:34.976897: autotagged by fwph""]",BST,ios,,,BST,,BST,"('comcast-tagsource20170723.csv', '', 52)",Add HBO,"2017-07-24T00:19:23.918000+00:00,2017-07-26T20:47:32.917000+00:00",1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 12}",461005571019022017Comcast.cust,,7624c9294789b4afc12bc6ba61c7a125,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:34.982799: autotagged by fwph""]",BST,ios,,,BST,,BST,"('comcast-tagsource20170723.csv', '', 56)",Add channel,2017-07-30T00:07:23.779000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 13}","667506530625052015Comcast.USRIMS,442329450807062016Comcast.cust,667506530625052015Comcast.USRIMS,442329450807062016Comcast.cust",,"4cffcb2e9bc61de17e9e8eefc11b0744,fd2438b3556d93cc79bde429c6a14cac,4cffcb2e9bc61de17e9e8eefc11b0744,fd2438b3556d93cc79bde429c6a14cac",ccSklearnLogitEnsemble,"[""2017-08-08T11:02:34.979814: autotagged by fwph"", ""2017-08-08T11:02:34.979814: autotagged by fwph""]",BPA,ios,,,BPA,,BPA,"('comcast-tagsource20170723.csv', '', 36)",Payment arrangements,"2017-07-27T02:33:30.078000+00:00,2017-07-23T15:11:54.159000+00:00,2017-07-27T02:33:30.078000+00:00,2017-07-23T15:11:54.159000+00:00",2.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 14}",209640092007082007Comcast.USR4JR,,335c0b6194fc5f5082ecb3c6d87f739d,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.036284: autotagged by fwph""]",STX,ios,,,STX,,STX,"('comcast-tagsource20170723.csv', '', 285)",Please cancel my appointment scheduled for today,2017-07-24T08:44:19.148000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 15}",684247041118042017Comcast.cust,,4e827f6e64599b57cc0d7cbbab106994,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:34.999062: autotagged by fwph""]",BC,ios,,,BC,,BC,"('comcast-tagsource20170723.csv', '', 29)",Disconnect,2017-07-24T15:01:30.087000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 16}",857341061110052013Comcast.USRIMS,,5c1d57afbfb52f743629e3742d37a0d6,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.056831: autotagged by fwph""]",BPA,ios,,,BPA,,BP,"('comcast-tagsource20170723.csv', '', 348)",because I can not pay my bill?,2017-07-25T21:02:13.057000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 17}",419410050201022013Comcast.USRIMS,,019ef12aff9b19316b0b214d91079844,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.002027: autotagged by fwph""]",RTG,ios,,,RTG,,R,"('comcast-tagsource20170723.csv', '', 73)",Error,2017-07-24T01:05:57.572000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 18}",681925280627082015Comcast.cust,,8428fafa7984097b21a9b347c4cc7a59,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.018706: autotagged by fwph""]",BM,ios,,,BM,,BM,"('comcast-tagsource20170723.csv', '', 240)",I'm moving and need to turn off service,2017-07-28T14:35:42.579000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 19}",857425380217092016Comcast.cust,,8f61838ce208a39548266c8ab5b69b60,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.038444: autotagged by fwph""]",B,ios,,,B,,O,"('comcast-tagsource20170723.csv', '', 295)",Rental,2017-07-30T02:41:02.026000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 20}",882843421116062015Comcast.cust,,c788765cbdd4150dec7c0b7f5e0a41fa,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.011695: autotagged by fwph""]",RIE,ios,,,RIE,,L,"('comcast-tagsource20170723.csv', '', 213)",I just signed back up with xfinity and tried setting up my account but it says email is being used already which is my email from a few years back. How can I log back in and have my new account?,2017-07-29T04:56:41.150000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 21}",647307240413122013Comcast.USRIMS,,fdb58684faa8988936bf105efcf52535,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.014351: autotagged by fwph""]",B,ios,,,B,,BP,"('comcast-tagsource20170723.csv', '', 224)",I set up a post dated payment for today and it still hasn't been made,2017-07-23T18:43:08.551000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 22}",390432101723082011Comcast.USR6JR,,2198018dd5a4f34b0f2e22af461e4801,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.023793: autotagged by fwph""]",OS,ios,,,OS,,OS,"('comcast-tagsource20170723.csv', '', 71)",Live chat,2017-07-26T16:42:08.777000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 23}",237820252204122011Comcast.USR2JR,,c71a72560a631a2d6ff4628dd1d1e866,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.033092: autotagged by fwph""]",STC,ios,,,ST,,RO,"('comcast-tagsource20170723.csv', '', 278)","Not asking about a tech, asked about service gap?",2017-07-30T02:36:55.744000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 24}",203728350905102015Comcast.cust,,652999dbe30cb4259f5a14bfd269cb24,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.019404: autotagged by fwph""]",O,ios,,,O,,O,"('comcast-tagsource20170723.csv', '', 243)",Imagine dragons,2017-07-24T15:28:06.233000+00:00,1.0
